champion1,champion2,role1,role2,winrate
25,39,jungle,mid,0.4856115107913669
234,238,jungle,mid,0.48535564853556484
421,517,jungle,mid,0.48502994011976047
20,38,jungle,mid,0.485
5,84,jungle,mid,0.4846153846153846
141,84,jungle,mid,0.4845758354755784
28,55,jungle,mid,0.4843304843304843
141,69,jungle,mid,0.48427672955974843
121,64,jungle,mid,0.48427672955974843
121,142,jungle,mid,0.48424068767908307
60,157,jungle,mid,0.48412698412698413
60,517,jungle,mid,0.48411214953271026
60,4,jungle,mid,0.4838709677419355
20,112,jungle,mid,0.4835164835164835
234,142,jungle,mid,0.4834123222748815
11,245,jungle,mid,0.48314606741573035
64,10,jungle,mid,0.4830917874396135
11,777,jungle,mid,0.48299319727891155
245,55,jungle,mid,0.4828767123287671
28,103,jungle,mid,0.4827586206896552
64,80,jungle,mid,0.48258706467661694
56,3,jungle,mid,0.48255813953488375
77,90,jungle,mid,0.4819277108433735
234,517,jungle,mid,0.4819121447028424
20,517,jungle,mid,0.48186528497409326
35,39,jungle,mid,0.4816753926701571
77,105,jungle,mid,0.4810810810810811
154,55,jungle,mid,0.4809843400447427
35,236,jungle,mid,0.48095238095238096
77,157,jungle,mid,0.48089171974522293
141,127,jungle,mid,0.4798206278026906
141,246,jungle,mid,0.47959183673469385
68,157,jungle,mid,0.4795783926218709
64,236,jungle,mid,0.4792746113989637
64,238,jungle,mid,0.47914963205233035
32,777,jungle,mid,0.4785276073619632
154,61,jungle,mid,0.4782608695652174
64,7,jungle,mid,0.47820965842167257
19,238,jungle,mid,0.4781021897810219
203,131,jungle,mid,0.47802197802197804
68,245,jungle,mid,0.4778761061946903
234,777,jungle,mid,0.47780678851174935
56,157,jungle,mid,0.4773413897280967
106,777,jungle,mid,0.47719298245614034
68,517,jungle,mid,0.47714285714285715
76,238,jungle,mid,0.47708333333333336
5,91,jungle,mid,0.4766355140186916
68,3,jungle,mid,0.4764705882352941
131,8,jungle,mid,0.47619047619047616
25,101,jungle,mid,0.47619047619047616
64,103,jungle,mid,0.47540983606557374
64,777,jungle,mid,0.4752116082224909
154,246,jungle,mid,0.4745762711864407
11,112,jungle,mid,0.4743083003952569
68,246,jungle,mid,0.47424511545293074
234,38,jungle,mid,0.4740061162079511
77,517,jungle,mid,0.4735202492211838
68,103,jungle,mid,0.4732824427480916
64,127,jungle,mid,0.4728434504792332
203,3,jungle,mid,0.47282608695652173
203,7,jungle,mid,0.4725274725274725
64,234,jungle,mid,0.4722222222222222
28,236,jungle,mid,0.472
77,103,jungle,mid,0.4716981132075472
2,517,jungle,mid,0.47161572052401746
76,517,jungle,mid,0.4713896457765668
64,101,jungle,mid,0.4708994708994709
104,517,jungle,mid,0.47044334975369456
28,517,jungle,mid,0.4700460829493088
203,84,jungle,mid,0.4699738903394256
107,38,jungle,mid,0.46987951807228917
141,157,jungle,mid,0.4694708276797829
35,84,jungle,mid,0.4693548387096774
64,84,jungle,mid,0.4693534844668346
25,236,jungle,mid,0.4689265536723164
56,238,jungle,mid,0.4688995215311005
64,39,jungle,mid,0.46885245901639344
60,34,jungle,mid,0.46875
68,234,jungle,mid,0.4684014869888476
141,777,jungle,mid,0.46735905044510384
64,105,jungle,mid,0.4673076923076923
59,84,jungle,mid,0.46703296703296704
20,84,jungle,mid,0.4660633484162896
25,7,jungle,mid,0.4657534246575342
876,238,jungle,mid,0.46551724137931033
131,4,jungle,mid,0.46551724137931033
203,238,jungle,mid,0.46524064171123
427,517,jungle,mid,0.46511627906976744
234,101,jungle,mid,0.46494464944649444
131,55,jungle,mid,0.4639175257731959
106,38,jungle,mid,0.46368715083798884
106,84,jungle,mid,0.4627831715210356
68,90,jungle,mid,0.46236559139784944
68,777,jungle,mid,0.46199524940617576
76,777,jungle,mid,0.46153846153846156
11,7,jungle,mid,0.46111111111111114
245,84,jungle,mid,0.460093896713615
876,777,jungle,mid,0.46
121,234,jungle,mid,0.45989304812834225
234,84,jungle,mid,0.4596774193548387
131,234,jungle,mid,0.459546925566343
234,246,jungle,mid,0.458128078817734
234,55,jungle,mid,0.45724907063197023
25,103,jungle,mid,0.45724907063197023
107,84,jungle,mid,0.4567307692307692
121,91,jungle,mid,0.45660377358490567
154,112,jungle,mid,0.45454545454545453
25,112,jungle,mid,0.45454545454545453
11,8,jungle,mid,0.45318352059925093
68,8,jungle,mid,0.4526627218934911
9,84,jungle,mid,0.4524590163934426
68,101,jungle,mid,0.4523809523809524
68,112,jungle,mid,0.45182724252491696
60,236,jungle,mid,0.45126353790613716
9,112,jungle,mid,0.45108695652173914
76,236,jungle,mid,0.4508670520231214
107,55,jungle,mid,0.45
68,4,jungle,mid,0.44954128440366975
104,157,jungle,mid,0.4491017964071856
131,236,jungle,mid,0.44874715261959
68,84,jungle,mid,0.4482758620689655
68,39,jungle,mid,0.44785276073619634
11,238,jungle,mid,0.4473684210526316
56,4,jungle,mid,0.44660194174757284
68,64,jungle,mid,0.44635193133047213
68,80,jungle,mid,0.44502617801047123
56,38,jungle,mid,0.44485294117647056
234,157,jungle,mid,0.4448051948051948
76,157,jungle,mid,0.4444444444444444
104,84,jungle,mid,0.4430379746835443
131,101,jungle,mid,0.44298245614035087
68,131,jungle,mid,0.4427083333333333
64,13,jungle,mid,0.4416058394160584
33,517,jungle,mid,0.4410480349344978
76,55,jungle,mid,0.4405940594059406
11,61,jungle,mid,0.44047619047619047
104,7,jungle,mid,0.44025157232704404
141,142,jungle,mid,0.43952802359882004
35,45,jungle,mid,0.4393063583815029
68,7,jungle,mid,0.43846153846153846
19,517,jungle,mid,0.43729903536977494
77,61,jungle,mid,0.4372093023255814
141,13,jungle,mid,0.43601895734597157
76,84,jungle,mid,0.43564356435643564
131,3,jungle,mid,0.43452380952380953
131,90,jungle,mid,0.43434343434343436
59,157,jungle,mid,0.4342857142857143
234,245,jungle,mid,0.43410852713178294
203,112,jungle,mid,0.4340277777777778
106,157,jungle,mid,0.4314516129032258
234,7,jungle,mid,0.42962962962962964
68,34,jungle,mid,0.42934782608695654
68,236,jungle,mid,0.42924528301886794
28,84,jungle,mid,0.42857142857142855
234,61,jungle,mid,0.4263959390862944
121,39,jungle,mid,0.4263157894736842
64,134,jungle,mid,0.4258064516129032
141,134,jungle,mid,0.4251968503937008
121,134,jungle,mid,0.4248927038626609
78,517,jungle,mid,0.42441860465116277
245,39,jungle,mid,0.42408376963350786
141,236,jungle,mid,0.4226415094339623
68,99,jungle,mid,0.42213114754098363
11,157,jungle,mid,0.4219269102990033
35,134,jungle,mid,0.41916167664670656
121,13,jungle,mid,0.4185022026431718
203,61,jungle,mid,0.41714285714285715
104,777,jungle,mid,0.4161490683229814
120,517,jungle,mid,0.41434262948207173
121,236,jungle,mid,0.4125560538116592
5,236,jungle,mid,0.4090909090909091
107,777,jungle,mid,0.40860215053763443
120,238,jungle,mid,0.4074074074074074
11,142,jungle,mid,0.40625
59,238,jungle,mid,0.40372670807453415
131,39,jungle,mid,0.40350877192982454
68,105,jungle,mid,0.4018264840182648
68,61,jungle,mid,0.3989071038251366
121,69,jungle,mid,0.3987341772151899
141,39,jungle,mid,0.3978494623655914
120,84,jungle,mid,0.38922155688622756
203,157,jungle,mid,0.3665158371040724
107,238,jungle,mid,0.3584070796460177
121,161,jungle,support,0.6411764705882353
121,57,jungle,support,0.6358381502890174
30,350,jungle,support,0.6130952380952381
245,16,jungle,support,0.6047904191616766
154,26,jungle,support,0.6041666666666666
28,16,jungle,support,0.6
32,412,jungle,support,0.5960912052117264
887,117,jungle,support,0.5953757225433526
30,111,jungle,support,0.5891089108910891
28,143,jungle,support,0.5860215053763441
5,143,jungle,support,0.5833333333333334
25,26,jungle,support,0.5817490494296578
30,235,jungle,support,0.581081081081081
32,89,jungle,support,0.580110497237569
5,497,jungle,support,0.58
5,432,jungle,support,0.5782312925170068
25,267,jungle,support,0.5772727272727273
68,57,jungle,support,0.5759493670886076
35,37,jungle,support,0.5759493670886076
35,235,jungle,support,0.5740740740740741
154,12,jungle,support,0.5719424460431655
9,267,jungle,support,0.5709219858156028
59,89,jungle,support,0.5665024630541872
64,57,jungle,support,0.565625
35,267,jungle,support,0.5645933014354066
9,143,jungle,support,0.56353591160221
60,16,jungle,support,0.5631578947368421
427,412,jungle,support,0.5630630630630631
60,432,jungle,support,0.5628140703517588
77,267,jungle,support,0.5627118644067797
25,111,jungle,support,0.5620736698499318
25,497,jungle,support,0.5607476635514018
28,267,jungle,support,0.56
35,143,jungle,support,0.5597667638483965
30,12,jungle,support,0.559748427672956
28,89,jungle,support,0.5583864118895966
28,235,jungle,support,0.5583596214511041
254,117,jungle,support,0.557632398753894
154,53,jungle,support,0.5572916666666666
163,412,jungle,support,0.5568862275449101
25,12,jungle,support,0.5568181818181818
60,53,jungle,support,0.556786703601108
5,235,jungle,support,0.5567632850241546
76,350,jungle,support,0.5565610859728507
20,89,jungle,support,0.5561497326203209
32,111,jungle,support,0.5555555555555556
25,201,jungle,support,0.5555555555555556
131,16,jungle,support,0.5545171339563862
121,16,jungle,support,0.553475935828877
121,3,jungle,support,0.5527950310559007
154,147,jungle,support,0.5518867924528302
79,117,jungle,support,0.5518518518518518
9,43,jungle,support,0.551829268292683
77,143,jungle,support,0.5517241379310345
30,89,jungle,support,0.5517241379310345
30,117,jungle,support,0.5513698630136986
141,526,jungle,support,0.5510204081632653
141,89,jungle,support,0.5503489531405783
106,99,jungle,support,0.55
60,235,jungle,support,0.55
35,50,jungle,support,0.5495049504950495
245,555,jungle,support,0.5492063492063493
203,40,jungle,support,0.5486725663716814
60,101,jungle,support,0.5485232067510548
79,235,jungle,support,0.5485074626865671
56,89,jungle,support,0.5481727574750831
35,16,jungle,support,0.5481727574750831
25,53,jungle,support,0.5481283422459893
9,117,jungle,support,0.5479632063074902
28,40,jungle,support,0.5465465465465466
56,350,jungle,support,0.5465346534653466
9,555,jungle,support,0.5464788732394367
254,235,jungle,support,0.5464285714285714
121,26,jungle,support,0.5463917525773195
20,412,jungle,support,0.5460992907801419
107,267,jungle,support,0.5460122699386503
25,555,jungle,support,0.5456475583864119
9,111,jungle,support,0.5456431535269709
106,143,jungle,support,0.5454545454545454
11,53,jungle,support,0.5454545454545454
5,111,jungle,support,0.5445255474452555
9,12,jungle,support,0.5442708333333334
141,57,jungle,support,0.543859649122807
77,432,jungle,support,0.543859649122807
9,40,jungle,support,0.5437262357414449
56,63,jungle,support,0.5436893203883495
154,350,jungle,support,0.5431818181818182
35,26,jungle,support,0.543046357615894
28,25,jungle,support,0.5424528301886793
25,89,jungle,support,0.5420560747663551
56,25,jungle,support,0.541795665634675
876,235,jungle,support,0.5416666666666666
203,26,jungle,support,0.5416666666666666
35,350,jungle,support,0.5415335463258786
245,40,jungle,support,0.5409090909090909
106,412,jungle,support,0.5407407407407407
107,117,jungle,support,0.5403422982885085
203,12,jungle,support,0.5402843601895735
9,89,jungle,support,0.5400696864111498
203,143,jungle,support,0.5392156862745098
56,117,jungle,support,0.5388349514563107
141,26,jungle,support,0.5382436260623229
154,89,jungle,support,0.538135593220339
113,235,jungle,support,0.5374449339207048
131,26,jungle,support,0.5373134328358209
33,89,jungle,support,0.5373134328358209
5,412,jungle,support,0.5371589840075258
245,89,jungle,support,0.5370741482965932
11,235,jungle,support,0.5370705244122965
104,555,jungle,support,0.5370370370370371
131,432,jungle,support,0.5368098159509203
20,99,jungle,support,0.536723163841808
60,497,jungle,support,0.5359116022099447
28,350,jungle,support,0.5355805243445693
9,412,jungle,support,0.5355450236966824
11,16,jungle,support,0.5355191256830601
121,497,jungle,support,0.5342019543973942
5,267,jungle,support,0.5337078651685393
64,89,jungle,support,0.5333761232349166
2,89,jungle,support,0.5333333333333333
245,412,jungle,support,0.5330578512396694
28,53,jungle,support,0.5330578512396694
64,267,jungle,support,0.5329428989751098
20,111,jungle,support,0.532871972318339
77,350,jungle,support,0.532608695652174
9,26,jungle,support,0.5323383084577115
77,101,jungle,support,0.5317073170731708
106,111,jungle,support,0.5316455696202531
141,147,jungle,support,0.53125
25,117,jungle,support,0.5310834813499112
141,16,jungle,support,0.5310734463276836
154,117,jungle,support,0.5310435931307794
20,117,jungle,support,0.5308848080133556
28,497,jungle,support,0.5304878048780488
35,555,jungle,support,0.5301724137931034
35,117,jungle,support,0.5293602103418055
121,89,jungle,support,0.5293560606060606
35,111,jungle,support,0.5290148448043185
25,526,jungle,support,0.5287356321839081
25,432,jungle,support,0.5286624203821656
35,25,jungle,support,0.5279187817258884
421,89,jungle,support,0.5274261603375527
77,235,jungle,support,0.5274193548387097
25,235,jungle,support,0.5274177467597209
203,89,jungle,support,0.5271739130434783
64,432,jungle,support,0.5271453590192644
106,117,jungle,support,0.5271186440677966
234,26,jungle,support,0.5270935960591133
203,147,jungle,support,0.5269461077844312
77,99,jungle,support,0.5267489711934157
20,25,jungle,support,0.5266272189349113
28,555,jungle,support,0.5264900662251656
5,89,jungle,support,0.5261744966442953
5,117,jungle,support,0.5261121856866537
5,40,jungle,support,0.5259938837920489
35,432,jungle,support,0.5257142857142857
234,143,jungle,support,0.5254237288135594
11,40,jungle,support,0.5253456221198156
141,53,jungle,support,0.5250544662309368
56,16,jungle,support,0.5248868778280543
121,50,jungle,support,0.5246636771300448
203,412,jungle,support,0.5246338215712384
19,412,jungle,support,0.524547803617571
35,526,jungle,support,0.5235294117647059
35,201,jungle,support,0.5230769230769231
25,143,jungle,support,0.5228070175438596
106,432,jungle,support,0.5227272727272727
35,40,jungle,support,0.5225653206650831
28,117,jungle,support,0.5223665223665224
245,117,jungle,support,0.5220820189274448
56,40,jungle,support,0.5220125786163522
20,235,jungle,support,0.5214592274678111
5,63,jungle,support,0.5213675213675214
245,235,jungle,support,0.5212014134275619
5,101,jungle,support,0.5210843373493976
254,350,jungle,support,0.5207100591715976
154,235,jungle,support,0.5206611570247934
254,89,jungle,support,0.5203619909502263
59,350,jungle,support,0.5202312138728323
19,235,jungle,support,0.5202312138728323
60,267,jungle,support,0.5201612903225806
77,26,jungle,support,0.52
56,26,jungle,support,0.52
5,43,jungle,support,0.519650655021834
56,432,jungle,support,0.5196078431372549
78,117,jungle,support,0.5192307692307693
33,235,jungle,support,0.5190839694656488
64,101,jungle,support,0.5186721991701245
421,350,jungle,support,0.5185185185185185
234,235,jungle,support,0.5181422351233672
121,40,jungle,support,0.5181159420289855
33,412,jungle,support,0.5179153094462541
203,267,jungle,support,0.5178571428571429
60,350,jungle,support,0.5173333333333333
245,111,jungle,support,0.5173160173160173
68,201,jungle,support,0.5172413793103449
33,111,jungle,support,0.5172413793103449
25,50,jungle,support,0.5172413793103449
120,350,jungle,support,0.5170940170940171
141,235,jungle,support,0.5164930555555556
121,53,jungle,support,0.5164319248826291
131,111,jungle,support,0.5156626506024097
35,497,jungle,support,0.515625
25,99,jungle,support,0.5155807365439093
68,89,jungle,support,0.5155412647374062
32,117,jungle,support,0.5153374233128835
19,117,jungle,support,0.5153203342618384
77,555,jungle,support,0.5152671755725191
60,143,jungle,support,0.5151515151515151
20,555,jungle,support,0.5151515151515151
28,432,jungle,support,0.515
30,412,jungle,support,0.5148514851485149
5,53,jungle,support,0.5144508670520231
60,111,jungle,support,0.5144404332129964
25,40,jungle,support,0.5144356955380578
106,235,jungle,support,0.5142857142857142
19,350,jungle,support,0.514018691588785
64,12,jungle,support,0.5140018066847335
9,99,jungle,support,0.5136363636363637
141,117,jungle,support,0.5135492399206874
25,101,jungle,support,0.5135135135135135
421,117,jungle,support,0.5132978723404256
121,350,jungle,support,0.5126964933494559
60,89,jungle,support,0.512630014858841
254,412,jungle,support,0.5123456790123457
141,497,jungle,support,0.5122699386503068
141,267,jungle,support,0.5119047619047619
9,350,jungle,support,0.5116883116883116
60,412,jungle,support,0.5114583333333333
245,267,jungle,support,0.5114155251141552
154,143,jungle,support,0.5114155251141552
77,497,jungle,support,0.5113636363636364
106,89,jungle,support,0.5109289617486339
154,25,jungle,support,0.5109170305676856
131,143,jungle,support,0.5107913669064749
154,412,jungle,support,0.5107033639143731
32,235,jungle,support,0.5102739726027398
141,201,jungle,support,0.5102040816326531
5,555,jungle,support,0.5100502512562815
234,101,jungle,support,0.5099601593625498
33,350,jungle,support,0.5099009900990099
68,40,jungle,support,0.5095367847411444
35,12,jungle,support,0.5092748735244519
141,40,jungle,support,0.509090909090909
106,53,jungle,support,0.5086705202312138
64,25,jungle,support,0.5085227272727273
11,25,jungle,support,0.5084033613445378
121,412,jungle,support,0.5083916083916084
11,26,jungle,support,0.5082872928176796
59,235,jungle,support,0.5082644628099173
102,412,jungle,support,0.5081967213114754
141,111,jungle,support,0.5081206496519721
131,117,jungle,support,0.5080304311073541
11,143,jungle,support,0.5080213903743316
25,16,jungle,support,0.5079365079365079
106,267,jungle,support,0.5078740157480315
141,37,jungle,support,0.5078534031413613
154,99,jungle,support,0.5076923076923077
77,147,jungle,support,0.507537688442211
121,235,jungle,support,0.507366482504604
141,432,jungle,support,0.5071090047393365
77,53,jungle,support,0.5069124423963134
141,143,jungle,support,0.5068181818181818
35,412,jungle,support,0.5068054443554844
79,89,jungle,support,0.5067873303167421
121,111,jungle,support,0.5065856129685917
77,40,jungle,support,0.5064516129032258
121,12,jungle,support,0.5058823529411764
35,101,jungle,support,0.5058823529411764
11,63,jungle,support,0.5056818181818182
35,89,jungle,support,0.5056053811659192
121,117,jungle,support,0.505427408412483
5,50,jungle,support,0.5052083333333334
141,101,jungle,support,0.5049261083743842
35,53,jungle,support,0.5048309178743962
25,412,jungle,support,0.5047619047619047
154,111,jungle,support,0.5046728971962616
131,350,jungle,support,0.5045180722891566
56,267,jungle,support,0.5045045045045045
131,235,jungle,support,0.504233301975541
76,412,jungle,support,0.5041322314049587
245,53,jungle,support,0.5040983606557377
421,111,jungle,support,0.5040322580645161
2,412,jungle,support,0.5039370078740157
64,161,jungle,support,0.5036231884057971
131,40,jungle,support,0.5035294117647059
154,43,jungle,support,0.5031446540880503
28,147,jungle,support,0.5031055900621118
56,111,jungle,support,0.5027422303473492
113,89,jungle,support,0.5027322404371585
64,117,jungle,support,0.5025641025641026
106,12,jungle,support,0.5024875621890548
77,16,jungle,support,0.5024154589371981
56,143,jungle,support,0.502092050209205
64,99,jungle,support,0.5020408163265306
19,89,jungle,support,0.5020408163265306
25,147,jungle,support,0.50199203187251
68,555,jungle,support,0.5018382352941176
234,432,jungle,support,0.5017921146953405
56,12,jungle,support,0.5013262599469496
77,117,jungle,support,0.5012626262626263
131,412,jungle,support,0.5011355034065103
131,12,jungle,support,0.5007923930269413
234,147,jungle,support,0.5
141,12,jungle,support,0.5
131,57,jungle,support,0.5
131,43,jungle,support,0.5
60,117,jungle,support,0.5
56,235,jungle,support,0.5
35,63,jungle,support,0.5
28,26,jungle,support,0.5
25,43,jungle,support,0.5
9,147,jungle,support,0.5
2,117,jungle,support,0.5
141,350,jungle,support,0.4995296331138288
25,350,jungle,support,0.4991243432574431
64,26,jungle,support,0.499009900990099
64,16,jungle,support,0.4981060606060606
64,40,jungle,support,0.49784791965566716
107,40,jungle,support,0.4975609756097561
234,497,jungle,support,0.4972375690607735
234,201,jungle,support,0.4972375690607735
19,12,jungle,support,0.4970414201183432
121,37,jungle,support,0.4968553459119497
64,143,jungle,support,0.49683544303797467
56,99,jungle,support,0.4965986394557823
64,235,jungle,support,0.49655963302752293
56,412,jungle,support,0.4963325183374083
141,50,jungle,support,0.4962686567164179
245,350,jungle,support,0.496
64,63,jungle,support,0.496
64,35,jungle,support,0.496
876,412,jungle,support,0.4959349593495935
234,25,jungle,support,0.4959349593495935
234,43,jungle,support,0.4958904109589041
64,50,jungle,support,0.4958217270194986
104,350,jungle,support,0.4957627118644068
28,412,jungle,support,0.4956195244055069
121,267,jungle,support,0.4954128440366973
203,235,jungle,support,0.4953959484346225
11,117,jungle,support,0.49483204134366926
9,16,jungle,support,0.4945652173913043
56,497,jungle,support,0.4943181818181818
2,350,jungle,support,0.4943181818181818
234,89,jungle,support,0.4942339373970346
141,412,jungle,support,0.49417409184372857
106,350,jungle,support,0.49404761904761907
121,99,jungle,support,0.4939759036144578
106,555,jungle,support,0.49377593360995853
131,53,jungle,support,0.49363867684478374
5,99,jungle,support,0.49328859060402686
203,101,jungle,support,0.49327354260089684
20,350,jungle,support,0.49324324324324326
76,89,jungle,support,0.49271844660194175
121,555,jungle,support,0.49245283018867925
77,412,jungle,support,0.49213161659513593
234,117,jungle,support,0.49211711711711714
5,147,jungle,support,0.49173553719008267
121,147,jungle,support,0.49171270718232046
106,25,jungle,support,0.4915254237288136
154,267,jungle,support,0.4913494809688581
131,89,jungle,support,0.4909478168264111
64,3,jungle,support,0.4909090909090909
107,412,jungle,support,0.4908616187989556
20,12,jungle,support,0.49074074074074076
121,201,jungle,support,0.49070631970260226
421,12,jungle,support,0.49047619047619045
25,63,jungle,support,0.49038461538461536
203,25,jungle,support,0.490272373540856
121,143,jungle,support,0.4900990099009901
121,63,jungle,support,0.4900497512437811
141,161,jungle,support,0.49
154,16,jungle,support,0.4898989898989899
20,267,jungle,support,0.4897959183673469
28,12,jungle,support,0.4897360703812317
64,37,jungle,support,0.4895397489539749
11,99,jungle,support,0.4895397489539749
76,40,jungle,support,0.489247311827957
121,432,jungle,support,0.48894348894348894
33,43,jungle,support,0.4888888888888889
131,497,jungle,support,0.4885245901639344
68,12,jungle,support,0.4881516587677725
64,201,jungle,support,0.4879518072289157
104,53,jungle,support,0.4878048780487805
20,101,jungle,support,0.4876543209876543
141,555,jungle,support,0.4875207986688852
9,235,jungle,support,0.48748159057437407
28,99,jungle,support,0.4869109947643979
154,40,jungle,support,0.4868913857677903
11,267,jungle,support,0.4866920152091255
5,26,jungle,support,0.4866920152091255
11,89,jungle,support,0.48598130841121495
68,235,jungle,support,0.4859228362877998
887,412,jungle,support,0.4858757062146893
77,111,jungle,support,0.4853932584269663
154,63,jungle,support,0.48502994011976047
19,555,jungle,support,0.48484848484848486
121,25,jungle,support,0.4847870182555781
60,12,jungle,support,0.48459958932238195
104,111,jungle,support,0.4844290657439446
234,40,jungle,support,0.4843205574912892
131,63,jungle,support,0.4838709677419355
141,43,jungle,support,0.48353096179183136
113,117,jungle,support,0.48333333333333334
131,526,jungle,support,0.48325358851674644
60,26,jungle,support,0.48314606741573035
79,412,jungle,support,0.48286604361370716
11,12,jungle,support,0.4827586206896552
33,117,jungle,support,0.4824561403508772
56,555,jungle,support,0.4817073170731707
20,40,jungle,support,0.481651376146789
121,101,jungle,support,0.48138297872340424
76,43,jungle,support,0.48132780082987553
121,43,jungle,support,0.4813218390804598
427,117,jungle,support,0.4811320754716981
121,526,jungle,support,0.4808743169398907
64,526,jungle,support,0.4808259587020649
120,412,jungle,support,0.48
5,16,jungle,support,0.4796380090497738
9,53,jungle,support,0.4793388429752066
77,89,jungle,support,0.47912087912087914
64,111,jungle,support,0.47909284195605956
68,111,jungle,support,0.4789272030651341
107,111,jungle,support,0.4788732394366197
154,432,jungle,support,0.4784688995215311
20,43,jungle,support,0.4782608695652174
64,53,jungle,support,0.4782082324455206
59,117,jungle,support,0.478125
76,235,jungle,support,0.47754137115839246
64,350,jungle,support,0.4771668219944082
131,50,jungle,support,0.47701149425287354
59,412,jungle,support,0.47604790419161674
64,412,jungle,support,0.47602131438721135
60,25,jungle,support,0.4752475247524752
68,875,jungle,support,0.47513812154696133
68,350,jungle,support,0.47513812154696133
131,99,jungle,support,0.475
141,25,jungle,support,0.4749498997995992
876,89,jungle,support,0.4748603351955307
234,16,jungle,support,0.47478991596638653
11,412,jungle,support,0.4746268656716418
60,99,jungle,support,0.4743083003952569
60,43,jungle,support,0.473972602739726
104,12,jungle,support,0.47391304347826085
5,350,jungle,support,0.47338403041825095
28,111,jungle,support,0.4733606557377049
5,12,jungle,support,0.4732510288065844
421,235,jungle,support,0.47297297297297297
107,89,jungle,support,0.4724137931034483
76,12,jungle,support,0.4722222222222222
131,555,jungle,support,0.4718875502008032
64,555,jungle,support,0.4718826405867971
104,235,jungle,support,0.471875
203,117,jungle,support,0.47172413793103446
234,555,jungle,support,0.4716417910447761
421,412,jungle,support,0.4713896457765668
5,25,jungle,support,0.4712328767123288
131,25,jungle,support,0.47093023255813954
56,53,jungle,support,0.4708333333333333
154,555,jungle,support,0.4707792207792208
113,412,jungle,support,0.47035573122529645
203,53,jungle,support,0.46996466431095407
106,63,jungle,support,0.4695121951219512
64,80,jungle,support,0.4692982456140351
35,99,jungle,support,0.4689119170984456
120,235,jungle,support,0.46863468634686345
60,147,jungle,support,0.46808510638297873
77,25,jungle,support,0.4678111587982833
60,555,jungle,support,0.4676056338028169
234,267,jungle,support,0.4671280276816609
11,432,jungle,support,0.46703296703296704
68,412,jungle,support,0.46692015209125476
131,147,jungle,support,0.46688741721854304
9,25,jungle,support,0.4666666666666667
64,147,jungle,support,0.4665271966527197
141,99,jungle,support,0.4658040665434381
234,350,jungle,support,0.46530612244897956
2,235,jungle,support,0.46445497630331756
64,497,jungle,support,0.46420323325635104
76,117,jungle,support,0.46356275303643724
56,147,jungle,support,0.4635416666666667
77,63,jungle,support,0.4632768361581921
104,412,jungle,support,0.4631578947368421
876,117,jungle,support,0.4626865671641791
234,111,jungle,support,0.4626865671641791
203,555,jungle,support,0.4608695652173913
106,43,jungle,support,0.46048109965635736
131,201,jungle,support,0.4603174603174603
11,111,jungle,support,0.45979899497487436
64,43,jungle,support,0.45917387127761766
107,350,jungle,support,0.4589041095890411
11,43,jungle,support,0.4583333333333333
131,267,jungle,support,0.4577114427860697
203,111,jungle,support,0.45742574257425744
104,89,jungle,support,0.4570552147239264
68,497,jungle,support,0.4570446735395189
104,117,jungle,support,0.4563758389261745
234,99,jungle,support,0.45625
76,111,jungle,support,0.45618556701030927
131,875,jungle,support,0.45614035087719296
68,143,jungle,support,0.4558303886925795
68,432,jungle,support,0.4556213017751479
141,63,jungle,support,0.4550408719346049
56,43,jungle,support,0.4547738693467337
35,43,jungle,support,0.4542124542124542
107,43,jungle,support,0.45408163265306123
131,101,jungle,support,0.453781512605042
203,43,jungle,support,0.45375722543352603
245,25,jungle,support,0.4532710280373832
59,111,jungle,support,0.4527363184079602
120,111,jungle,support,0.4514285714285714
203,99,jungle,support,0.45023696682464454
245,12,jungle,support,0.45
234,53,jungle,support,0.449685534591195
59,43,jungle,support,0.44936708860759494
28,43,jungle,support,0.44931506849315067
234,63,jungle,support,0.44907407407407407
56,101,jungle,support,0.44878048780487806
245,99,jungle,support,0.4484536082474227
68,43,jungle,support,0.4478178368121442
11,101,jungle,support,0.44776119402985076
245,43,jungle,support,0.4477124183006536
254,111,jungle,support,0.4473684210526316
11,555,jungle,support,0.44673539518900346
11,350,jungle,support,0.44639376218323584
35,147,jungle,support,0.4463087248322148
68,117,jungle,support,0.4455100261551874
203,350,jungle,support,0.44545454545454544
107,235,jungle,support,0.44516129032258067
9,432,jungle,support,0.4444444444444444
68,53,jungle,support,0.4441687344913151
421,43,jungle,support,0.4437869822485207
77,12,jungle,support,0.44336569579288027
203,432,jungle,support,0.4427083333333333
245,432,jungle,support,0.441747572815534
60,40,jungle,support,0.44150943396226416
68,99,jungle,support,0.44072948328267475
19,43,jungle,support,0.44047619047619047
32,350,jungle,support,0.43956043956043955
68,101,jungle,support,0.43944636678200694
234,412,jungle,support,0.43937708565072303
64,875,jungle,support,0.4387755102040816
68,147,jungle,support,0.4358108108108108
104,43,jungle,support,0.43478260869565216
154,101,jungle,support,0.4342105263157895
77,43,jungle,support,0.43349753694581283
120,117,jungle,support,0.43258426966292135
78,412,jungle,support,0.4320388349514563
234,12,jungle,support,0.43116883116883115
68,25,jungle,support,0.4309210526315789
68,526,jungle,support,0.42857142857142855
141,875,jungle,support,0.42487046632124353
68,26,jungle,support,0.4236111111111111
36,117,jungle,support,0.4235294117647059
