champion1,champion2,role1,role2,winrate
39,11,TOP,jungle,0.4827586206896552
62,68,TOP,jungle,0.4823848238482385
266,104,TOP,jungle,0.4823529411764706
64,203,TOP,jungle,0.48226950354609927
39,28,TOP,jungle,0.48214285714285715
266,141,TOP,jungle,0.4820295983086681
17,141,TOP,jungle,0.48148148148148145
14,9,TOP,jungle,0.48148148148148145
875,64,TOP,jungle,0.4814305364511692
150,245,TOP,jungle,0.48134328358208955
31,68,TOP,jungle,0.48128342245989303
887,11,TOP,jungle,0.4811715481171548
122,19,TOP,jungle,0.4810126582278481
517,131,TOP,jungle,0.4808510638297872
150,68,TOP,jungle,0.48065173116089616
82,64,TOP,jungle,0.48003629764065336
23,141,TOP,jungle,0.4790874524714829
114,68,TOP,jungle,0.4789473684210526
150,56,TOP,jungle,0.4788732394366197
24,11,TOP,jungle,0.4782608695652174
6,106,TOP,jungle,0.4778761061946903
64,68,TOP,jungle,0.4778481012658228
75,68,TOP,jungle,0.47761194029850745
164,141,TOP,jungle,0.47751605995717344
114,5,TOP,jungle,0.4774436090225564
106,5,TOP,jungle,0.4772727272727273
14,60,TOP,jungle,0.4772727272727273
875,33,TOP,jungle,0.47715736040609136
82,11,TOP,jungle,0.47701149425287354
62,203,TOP,jungle,0.47701149425287354
150,76,TOP,jungle,0.4766355140186916
82,28,TOP,jungle,0.4766355140186916
92,131,TOP,jungle,0.4763705103969754
126,25,TOP,jungle,0.4763636363636364
64,76,TOP,jungle,0.4763636363636364
23,64,TOP,jungle,0.47592067988668557
86,56,TOP,jungle,0.4755244755244755
106,141,TOP,jungle,0.47540983606557374
39,20,TOP,jungle,0.47540983606557374
164,11,TOP,jungle,0.4752475247524752
114,203,TOP,jungle,0.47520661157024796
122,11,TOP,jungle,0.47509578544061304
54,131,TOP,jungle,0.47493403693931396
64,131,TOP,jungle,0.4747634069400631
126,64,TOP,jungle,0.4745762711864407
777,141,TOP,jungle,0.47398843930635837
517,141,TOP,jungle,0.47390396659707723
58,77,TOP,jungle,0.47346938775510206
39,56,TOP,jungle,0.47345132743362833
6,203,TOP,jungle,0.47342995169082125
23,121,TOP,jungle,0.4732824427480916
58,154,TOP,jungle,0.47280334728033474
17,35,TOP,jungle,0.4727272727272727
517,234,TOP,jungle,0.4721189591078067
106,131,TOP,jungle,0.4720496894409938
106,203,TOP,jungle,0.47191011235955055
420,64,TOP,jungle,0.4716981132075472
84,68,TOP,jungle,0.4716981132075472
24,245,TOP,jungle,0.4716981132075472
106,68,TOP,jungle,0.47101449275362317
14,68,TOP,jungle,0.47101449275362317
122,203,TOP,jungle,0.4708333333333333
887,234,TOP,jungle,0.47041420118343197
516,203,TOP,jungle,0.4697674418604651
41,60,TOP,jungle,0.46938775510204084
54,68,TOP,jungle,0.468944099378882
240,121,TOP,jungle,0.46875
266,76,TOP,jungle,0.46808510638297873
54,77,TOP,jungle,0.46808510638297873
875,68,TOP,jungle,0.46756152125279643
58,5,TOP,jungle,0.4672897196261682
58,234,TOP,jungle,0.4671814671814672
875,76,TOP,jungle,0.4666666666666667
875,107,TOP,jungle,0.4659090909090909
98,20,TOP,jungle,0.46568627450980393
887,203,TOP,jungle,0.46503496503496505
62,234,TOP,jungle,0.46464646464646464
150,203,TOP,jungle,0.464
64,245,TOP,jungle,0.4634146341463415
82,60,TOP,jungle,0.46153846153846156
39,77,TOP,jungle,0.46153846153846156
106,234,TOP,jungle,0.4603960396039604
517,11,TOP,jungle,0.46
266,20,TOP,jungle,0.4594594594594595
75,234,TOP,jungle,0.45871559633027525
126,68,TOP,jungle,0.4584615384615385
64,77,TOP,jungle,0.4582210242587601
24,141,TOP,jungle,0.4580335731414868
54,9,TOP,jungle,0.45789473684210524
84,25,TOP,jungle,0.4578313253012048
517,60,TOP,jungle,0.4576271186440678
82,68,TOP,jungle,0.4575757575757576
266,11,TOP,jungle,0.4574468085106383
41,121,TOP,jungle,0.45741324921135645
24,68,TOP,jungle,0.45714285714285713
24,234,TOP,jungle,0.45701357466063347
62,11,TOP,jungle,0.45685279187817257
58,131,TOP,jungle,0.4562647754137116
41,131,TOP,jungle,0.45544554455445546
84,121,TOP,jungle,0.45528455284552843
41,11,TOP,jungle,0.4550561797752809
875,120,TOP,jungle,0.4549763033175355
240,64,TOP,jungle,0.45454545454545453
126,141,TOP,jungle,0.45454545454545453
31,35,TOP,jungle,0.45416666666666666
23,131,TOP,jungle,0.45374449339207046
266,28,TOP,jungle,0.45348837209302323
64,234,TOP,jungle,0.452991452991453
39,203,TOP,jungle,0.452991452991453
126,60,TOP,jungle,0.45217391304347826
517,154,TOP,jungle,0.4521276595744681
517,77,TOP,jungle,0.45145631067961167
517,64,TOP,jungle,0.4511002444987775
75,11,TOP,jungle,0.45
39,121,TOP,jungle,0.4479166666666667
122,68,TOP,jungle,0.44731182795698926
64,107,TOP,jungle,0.4470588235294118
517,56,TOP,jungle,0.4469026548672566
164,56,TOP,jungle,0.44656488549618323
82,104,TOP,jungle,0.44642857142857145
10,11,TOP,jungle,0.44642857142857145
41,56,TOP,jungle,0.4461538461538462
82,120,TOP,jungle,0.4457831325301205
150,9,TOP,jungle,0.44554455445544555
150,234,TOP,jungle,0.4454828660436137
39,106,TOP,jungle,0.44505494505494503
58,141,TOP,jungle,0.4446902654867257
126,203,TOP,jungle,0.4438202247191011
41,245,TOP,jungle,0.4437869822485207
41,25,TOP,jungle,0.4420289855072464
75,56,TOP,jungle,0.4418604651162791
98,68,TOP,jungle,0.4406779661016949
240,234,TOP,jungle,0.44025157232704404
39,64,TOP,jungle,0.43919885550786836
64,11,TOP,jungle,0.4391891891891892
517,203,TOP,jungle,0.43902439024390244
98,421,TOP,jungle,0.4385026737967914
516,68,TOP,jungle,0.43666666666666665
84,234,TOP,jungle,0.4365482233502538
58,76,TOP,jungle,0.4342105263157895
86,106,TOP,jungle,0.4340659340659341
10,68,TOP,jungle,0.43333333333333335
39,35,TOP,jungle,0.4314868804664723
41,28,TOP,jungle,0.4308510638297872
24,20,TOP,jungle,0.42934782608695654
126,234,TOP,jungle,0.4292682926829268
39,234,TOP,jungle,0.42528735632183906
64,104,TOP,jungle,0.42408376963350786
164,68,TOP,jungle,0.41964285714285715
23,68,TOP,jungle,0.417910447761194
41,64,TOP,jungle,0.4174573055028463
41,68,TOP,jungle,0.4169278996865204
517,68,TOP,jungle,0.4166666666666667
875,104,TOP,jungle,0.4129692832764505
114,106,TOP,jungle,0.4121212121212121
114,76,TOP,jungle,0.4114285714285714
122,76,TOP,jungle,0.4105263157894737
39,141,TOP,jungle,0.41044776119402987
58,68,TOP,jungle,0.4098360655737705
92,11,TOP,jungle,0.40823970037453183
875,876,TOP,jungle,0.40540540540540543
39,68,TOP,jungle,0.405
98,107,TOP,jungle,0.40331491712707185
157,131,TOP,jungle,0.3875
164,234,TOP,jungle,0.38492063492063494
126,76,TOP,jungle,0.38414634146341464
39,76,TOP,jungle,0.3803680981595092
6,1,TOP,mid,0.6370370370370371
82,45,TOP,mid,0.6086956521739131
54,99,TOP,mid,0.5974842767295597
164,1,TOP,mid,0.5944055944055944
6,90,TOP,mid,0.5911330049261084
23,112,TOP,mid,0.5853658536585366
6,131,TOP,mid,0.5815217391304348
23,103,TOP,mid,0.5796178343949044
86,131,TOP,mid,0.5792682926829268
164,131,TOP,mid,0.5771812080536913
86,34,TOP,mid,0.5759162303664922
6,112,TOP,mid,0.5750798722044729
164,90,TOP,mid,0.575
114,131,TOP,mid,0.5748502994011976
54,236,TOP,mid,0.5746268656716418
24,112,TOP,mid,0.5745614035087719
75,245,TOP,mid,0.5704697986577181
31,246,TOP,mid,0.5704697986577181
122,161,TOP,mid,0.5703703703703704
240,238,TOP,mid,0.5701357466063348
27,517,TOP,mid,0.5693430656934306
6,45,TOP,mid,0.5693430656934306
114,55,TOP,mid,0.5687645687645687
106,38,TOP,mid,0.5683453237410072
6,4,TOP,mid,0.5666666666666667
164,112,TOP,mid,0.5663430420711975
98,105,TOP,mid,0.5661157024793388
6,8,TOP,mid,0.5659340659340659
122,1,TOP,mid,0.5657894736842105
6,245,TOP,mid,0.5656108597285068
58,38,TOP,mid,0.5634328358208955
82,1,TOP,mid,0.5611510791366906
164,8,TOP,mid,0.5609756097560976
54,103,TOP,mid,0.5609756097560976
82,84,TOP,mid,0.5608308605341247
98,99,TOP,mid,0.5605381165919282
122,112,TOP,mid,0.56
27,157,TOP,mid,0.559748427672956
86,105,TOP,mid,0.5595238095238095
58,246,TOP,mid,0.5589519650655022
92,105,TOP,mid,0.5585585585585585
92,101,TOP,mid,0.5581395348837209
86,99,TOP,mid,0.5572139303482587
64,777,TOP,mid,0.5570175438596491
10,157,TOP,mid,0.5567685589519651
98,34,TOP,mid,0.5564516129032258
164,103,TOP,mid,0.5560344827586207
98,1,TOP,mid,0.5555555555555556
54,517,TOP,mid,0.5553097345132744
54,38,TOP,mid,0.5549738219895288
8,91,TOP,mid,0.5549132947976878
62,34,TOP,mid,0.5548387096774193
31,238,TOP,mid,0.5544554455445545
14,157,TOP,mid,0.5544217687074829
62,246,TOP,mid,0.5542857142857143
64,91,TOP,mid,0.5539033457249071
266,34,TOP,mid,0.5538461538461539
92,99,TOP,mid,0.5535714285714286
24,91,TOP,mid,0.5534591194968553
82,142,TOP,mid,0.5531914893617021
6,91,TOP,mid,0.5529411764705883
150,8,TOP,mid,0.5525606469002695
266,8,TOP,mid,0.5524475524475524
10,112,TOP,mid,0.5523255813953488
14,8,TOP,mid,0.5514018691588785
86,112,TOP,mid,0.551094890510949
86,55,TOP,mid,0.5486725663716814
62,55,TOP,mid,0.5483028720626631
164,45,TOP,mid,0.547945205479452
114,7,TOP,mid,0.5477178423236515
10,777,TOP,mid,0.5472103004291845
122,34,TOP,mid,0.5467980295566502
14,238,TOP,mid,0.546031746031746
64,90,TOP,mid,0.5459459459459459
92,131,TOP,mid,0.5458937198067633
62,91,TOP,mid,0.5454545454545454
54,8,TOP,mid,0.5454545454545454
122,131,TOP,mid,0.545045045045045
75,112,TOP,mid,0.544973544973545
92,3,TOP,mid,0.5448717948717948
64,246,TOP,mid,0.5445544554455446
62,103,TOP,mid,0.5439560439560439
122,245,TOP,mid,0.5432098765432098
92,112,TOP,mid,0.5431034482758621
92,34,TOP,mid,0.5429864253393665
122,13,TOP,mid,0.5422535211267606
98,3,TOP,mid,0.5421686746987951
58,245,TOP,mid,0.5421686746987951
10,246,TOP,mid,0.5421245421245421
114,238,TOP,mid,0.5416666666666666
14,7,TOP,mid,0.5414012738853503
92,1,TOP,mid,0.541095890410959
62,99,TOP,mid,0.5409836065573771
98,103,TOP,mid,0.5409252669039146
64,38,TOP,mid,0.5408805031446541
122,91,TOP,mid,0.5408163265306123
92,91,TOP,mid,0.5408163265306123
164,34,TOP,mid,0.5403726708074534
98,234,TOP,mid,0.5398773006134969
114,8,TOP,mid,0.5398550724637681
6,101,TOP,mid,0.5388349514563107
78,84,TOP,mid,0.5384615384615384
6,105,TOP,mid,0.5384615384615384
126,517,TOP,mid,0.538
78,55,TOP,mid,0.5379746835443038
39,142,TOP,mid,0.5379310344827586
58,103,TOP,mid,0.5378151260504201
98,8,TOP,mid,0.5377358490566038
92,8,TOP,mid,0.5376623376623376
122,3,TOP,mid,0.5374149659863946
39,3,TOP,mid,0.5373134328358209
24,90,TOP,mid,0.5373134328358209
39,91,TOP,mid,0.5372340425531915
24,55,TOP,mid,0.5365853658536586
86,246,TOP,mid,0.5364806866952789
14,777,TOP,mid,0.5363984674329502
150,34,TOP,mid,0.5362318840579711
106,103,TOP,mid,0.536144578313253
122,99,TOP,mid,0.5357142857142857
85,777,TOP,mid,0.5353535353535354
150,777,TOP,mid,0.5353075170842825
122,127,TOP,mid,0.5352112676056338
266,103,TOP,mid,0.534965034965035
58,91,TOP,mid,0.5339805825242718
86,38,TOP,mid,0.5338983050847458
150,90,TOP,mid,0.5337078651685393
82,234,TOP,mid,0.5336322869955157
98,101,TOP,mid,0.5333333333333333
82,8,TOP,mid,0.5328185328185329
6,103,TOP,mid,0.5325670498084292
64,105,TOP,mid,0.5324675324675324
126,38,TOP,mid,0.532051282051282
92,90,TOP,mid,0.5320197044334976
14,99,TOP,mid,0.5314685314685315
82,245,TOP,mid,0.5314009661835749
122,777,TOP,mid,0.53125
86,45,TOP,mid,0.5310344827586206
82,99,TOP,mid,0.5307017543859649
150,101,TOP,mid,0.5305164319248826
164,61,TOP,mid,0.5304878048780488
17,238,TOP,mid,0.5302013422818792
39,99,TOP,mid,0.5301204819277109
17,777,TOP,mid,0.5299145299145299
8,238,TOP,mid,0.5298701298701298
98,10,TOP,mid,0.5297619047619048
82,91,TOP,mid,0.5297157622739018
150,99,TOP,mid,0.5296610169491526
164,3,TOP,mid,0.5294117647058824
82,103,TOP,mid,0.5291666666666667
92,61,TOP,mid,0.5291479820627802
64,3,TOP,mid,0.5289855072463768
122,45,TOP,mid,0.5285714285714286
62,105,TOP,mid,0.5279503105590062
62,238,TOP,mid,0.5278592375366569
75,8,TOP,mid,0.5277777777777778
10,101,TOP,mid,0.5277777777777778
10,91,TOP,mid,0.5275229357798165
75,777,TOP,mid,0.5268817204301075
164,246,TOP,mid,0.5265700483091788
14,517,TOP,mid,0.5264367816091954
54,238,TOP,mid,0.5257731958762887
64,13,TOP,mid,0.5255474452554745
6,157,TOP,mid,0.5254237288135594
98,91,TOP,mid,0.5252918287937743
114,90,TOP,mid,0.5251798561151079
98,777,TOP,mid,0.525
62,7,TOP,mid,0.525
24,34,TOP,mid,0.5244755244755245
150,238,TOP,mid,0.5243055555555556
62,38,TOP,mid,0.5242718446601942
64,157,TOP,mid,0.5241635687732342
24,245,TOP,mid,0.5240641711229946
62,101,TOP,mid,0.5230769230769231
98,517,TOP,mid,0.5227272727272727
150,245,TOP,mid,0.5223214285714286
24,101,TOP,mid,0.5222929936305732
54,777,TOP,mid,0.5222222222222223
133,517,TOP,mid,0.5220125786163522
64,1,TOP,mid,0.5220125786163522
266,105,TOP,mid,0.521505376344086
114,112,TOP,mid,0.5211864406779662
98,127,TOP,mid,0.5211267605633803
62,131,TOP,mid,0.5208333333333334
92,517,TOP,mid,0.5203045685279187
6,238,TOP,mid,0.5201698513800425
92,245,TOP,mid,0.52
27,777,TOP,mid,0.52
10,99,TOP,mid,0.5194805194805194
126,8,TOP,mid,0.5190476190476191
31,157,TOP,mid,0.5187713310580204
64,245,TOP,mid,0.5186721991701245
92,246,TOP,mid,0.5186567164179104
82,157,TOP,mid,0.5186074429771909
6,38,TOP,mid,0.5185185185185185
24,517,TOP,mid,0.5181159420289855
114,34,TOP,mid,0.5180722891566265
82,90,TOP,mid,0.5180722891566265
266,245,TOP,mid,0.5180180180180181
64,84,TOP,mid,0.518
150,103,TOP,mid,0.5177304964539007
39,245,TOP,mid,0.5175879396984925
41,238,TOP,mid,0.5175718849840255
82,61,TOP,mid,0.5174825174825175
24,99,TOP,mid,0.5174418604651163
86,103,TOP,mid,0.5173745173745173
266,55,TOP,mid,0.517304189435337
122,61,TOP,mid,0.5172413793103449
82,127,TOP,mid,0.5172413793103449
86,517,TOP,mid,0.5166959578207382
266,38,TOP,mid,0.5158730158730159
122,103,TOP,mid,0.5157894736842106
23,517,TOP,mid,0.515625
54,55,TOP,mid,0.5153061224489796
150,517,TOP,mid,0.5149359886201992
266,4,TOP,mid,0.5148936170212766
82,246,TOP,mid,0.514018691588785
114,101,TOP,mid,0.5138121546961326
98,238,TOP,mid,0.5136612021857924
62,777,TOP,mid,0.5133333333333333
92,157,TOP,mid,0.5131578947368421
98,157,TOP,mid,0.5130260521042084
64,101,TOP,mid,0.5129151291512916
64,131,TOP,mid,0.5128205128205128
10,84,TOP,mid,0.5128205128205128
114,777,TOP,mid,0.5125
54,157,TOP,mid,0.5123859191655802
64,55,TOP,mid,0.5122749590834698
98,112,TOP,mid,0.5122615803814714
164,142,TOP,mid,0.5121951219512195
122,8,TOP,mid,0.5121293800539084
106,8,TOP,mid,0.5120772946859904
98,245,TOP,mid,0.511864406779661
62,157,TOP,mid,0.5117647058823529
54,7,TOP,mid,0.5112359550561798
266,157,TOP,mid,0.510989010989011
126,55,TOP,mid,0.5109717868338558
114,246,TOP,mid,0.5105263157894737
62,8,TOP,mid,0.5104602510460251
75,38,TOP,mid,0.5103092783505154
62,517,TOP,mid,0.51010101010101
150,38,TOP,mid,0.5100401606425703
150,91,TOP,mid,0.5098039215686274
114,105,TOP,mid,0.5098039215686274
78,238,TOP,mid,0.5095541401273885
114,142,TOP,mid,0.5094339622641509
14,55,TOP,mid,0.5089820359281437
10,55,TOP,mid,0.5088235294117647
98,4,TOP,mid,0.5087719298245614
82,105,TOP,mid,0.5087719298245614
92,45,TOP,mid,0.5086705202312138
17,517,TOP,mid,0.5086705202312138
24,157,TOP,mid,0.5086505190311419
10,238,TOP,mid,0.5084745762711864
164,238,TOP,mid,0.5080459770114942
6,142,TOP,mid,0.5076142131979695
122,7,TOP,mid,0.5075187969924813
98,142,TOP,mid,0.5073170731707317
126,84,TOP,mid,0.5071428571428571
92,777,TOP,mid,0.5069767441860465
64,99,TOP,mid,0.5068493150684932
266,101,TOP,mid,0.5066666666666667
31,112,TOP,mid,0.5064935064935064
41,8,TOP,mid,0.5063829787234042
84,777,TOP,mid,0.5063694267515924
150,55,TOP,mid,0.505982905982906
10,517,TOP,mid,0.5059101654846335
92,142,TOP,mid,0.5056818181818182
92,4,TOP,mid,0.5054945054945055
6,34,TOP,mid,0.5054945054945055
6,55,TOP,mid,0.5050505050505051
31,777,TOP,mid,0.5048231511254019
82,238,TOP,mid,0.5046468401486989
92,238,TOP,mid,0.5046210720887245
150,84,TOP,mid,0.5043478260869565
64,8,TOP,mid,0.504225352112676
41,777,TOP,mid,0.5041666666666667
122,101,TOP,mid,0.5041322314049587
85,238,TOP,mid,0.5041322314049587
82,112,TOP,mid,0.5039370078740157
58,84,TOP,mid,0.5039164490861618
98,55,TOP,mid,0.5030120481927711
82,80,TOP,mid,0.5028901734104047
86,245,TOP,mid,0.5026455026455027
6,7,TOP,mid,0.5026455026455027
27,238,TOP,mid,0.5024390243902439
266,246,TOP,mid,0.50199203187251
240,517,TOP,mid,0.5014084507042254
82,777,TOP,mid,0.5012919896640827
122,4,TOP,mid,0.5
92,134,TOP,mid,0.5
92,55,TOP,mid,0.5
84,236,TOP,mid,0.5
84,91,TOP,mid,0.5
82,101,TOP,mid,0.5
64,34,TOP,mid,0.5
58,101,TOP,mid,0.5
41,38,TOP,mid,0.5
14,38,TOP,mid,0.5
6,99,TOP,mid,0.5
122,55,TOP,mid,0.4990403071017274
266,84,TOP,mid,0.4989293361884368
122,517,TOP,mid,0.4986737400530504
86,157,TOP,mid,0.498567335243553
122,38,TOP,mid,0.49830508474576274
98,246,TOP,mid,0.4981949458483754
8,157,TOP,mid,0.49814126394052044
17,157,TOP,mid,0.4978540772532189
114,103,TOP,mid,0.49765258215962443
114,38,TOP,mid,0.49765258215962443
164,7,TOP,mid,0.49746192893401014
150,131,TOP,mid,0.49743589743589745
62,245,TOP,mid,0.4973544973544973
58,34,TOP,mid,0.4973544973544973
10,103,TOP,mid,0.4971751412429379
114,245,TOP,mid,0.49714285714285716
126,7,TOP,mid,0.49700598802395207
98,45,TOP,mid,0.49693251533742333
266,131,TOP,mid,0.4968553459119497
75,99,TOP,mid,0.4967741935483871
106,245,TOP,mid,0.49673202614379086
98,39,TOP,mid,0.49673202614379086
10,245,TOP,mid,0.496551724137931
6,236,TOP,mid,0.496551724137931
31,55,TOP,mid,0.4965277777777778
58,238,TOP,mid,0.4956896551724138
266,91,TOP,mid,0.4956140350877193
23,55,TOP,mid,0.4956140350877193
122,238,TOP,mid,0.49544626593806923
86,777,TOP,mid,0.4952978056426332
106,517,TOP,mid,0.495260663507109
266,238,TOP,mid,0.4943181818181818
24,8,TOP,mid,0.4942528735632184
266,777,TOP,mid,0.4941860465116279
106,112,TOP,mid,0.4939759036144578
92,38,TOP,mid,0.49375
14,101,TOP,mid,0.49375
266,99,TOP,mid,0.4936708860759494
164,777,TOP,mid,0.4936708860759494
106,101,TOP,mid,0.4934210526315789
266,234,TOP,mid,0.4931506849315068
75,101,TOP,mid,0.4930555555555556
14,246,TOP,mid,0.49295774647887325
54,101,TOP,mid,0.4928571428571429
14,245,TOP,mid,0.4928571428571429
122,157,TOP,mid,0.4926829268292683
240,38,TOP,mid,0.4925373134328358
106,99,TOP,mid,0.4925373134328358
98,161,TOP,mid,0.4925373134328358
86,161,TOP,mid,0.4925373134328358
58,4,TOP,mid,0.4925373134328358
8,777,TOP,mid,0.49159663865546216
266,7,TOP,mid,0.49158249158249157
150,105,TOP,mid,0.4915254237288136
31,8,TOP,mid,0.4915254237288136
164,4,TOP,mid,0.4911242603550296
82,236,TOP,mid,0.4911242603550296
54,245,TOP,mid,0.49079754601226994
240,55,TOP,mid,0.49065420560747663
31,84,TOP,mid,0.49056603773584906
75,238,TOP,mid,0.4903581267217631
114,4,TOP,mid,0.4900662251655629
82,131,TOP,mid,0.4897959183673469
24,61,TOP,mid,0.4896551724137931
82,39,TOP,mid,0.48951048951048953
6,246,TOP,mid,0.4888888888888889
75,55,TOP,mid,0.4885245901639344
86,238,TOP,mid,0.4879032258064516
106,238,TOP,mid,0.4878640776699029
86,8,TOP,mid,0.4878048780487805
106,55,TOP,mid,0.48773006134969327
86,84,TOP,mid,0.48760330578512395
64,112,TOP,mid,0.4875
75,7,TOP,mid,0.4873417721518987
266,90,TOP,mid,0.48717948717948717
122,142,TOP,mid,0.4864864864864865
106,777,TOP,mid,0.4860557768924303
84,157,TOP,mid,0.48598130841121495
98,84,TOP,mid,0.4857142857142857
14,112,TOP,mid,0.4857142857142857
54,246,TOP,mid,0.48523206751054854
114,84,TOP,mid,0.48520710059171596
82,55,TOP,mid,0.48502994011976047
8,246,TOP,mid,0.48502994011976047
6,61,TOP,mid,0.485
41,84,TOP,mid,0.4849624060150376
114,91,TOP,mid,0.48484848484848486
64,517,TOP,mid,0.48448687350835323
86,7,TOP,mid,0.4838709677419355
24,105,TOP,mid,0.4838709677419355
62,84,TOP,mid,0.4837758112094395
24,84,TOP,mid,0.4837758112094395
75,103,TOP,mid,0.4835164835164835
240,157,TOP,mid,0.48344370860927155
122,105,TOP,mid,0.48325358851674644
164,99,TOP,mid,0.48292682926829267
78,517,TOP,mid,0.4827586206896552
98,7,TOP,mid,0.4826388888888889
64,238,TOP,mid,0.48217317487266553
58,131,TOP,mid,0.48205128205128206
150,3,TOP,mid,0.48201438848920863
98,38,TOP,mid,0.481994459833795
164,38,TOP,mid,0.4819277108433735
39,61,TOP,mid,0.4819277108433735
266,142,TOP,mid,0.48186528497409326
266,517,TOP,mid,0.48157894736842105
24,7,TOP,mid,0.48148148148148145
82,517,TOP,mid,0.48128342245989303
41,55,TOP,mid,0.4812286689419795
75,157,TOP,mid,0.4808510638297872
58,112,TOP,mid,0.4808362369337979
64,103,TOP,mid,0.48056537102473496
126,157,TOP,mid,0.48044692737430167
6,777,TOP,mid,0.4804177545691906
114,517,TOP,mid,0.48013816925734026
84,246,TOP,mid,0.4793814432989691
64,4,TOP,mid,0.4792626728110599
62,112,TOP,mid,0.4791666666666667
64,7,TOP,mid,0.4790874524714829
164,55,TOP,mid,0.47897196261682246
164,157,TOP,mid,0.4785100286532951
24,777,TOP,mid,0.47840531561461797
39,55,TOP,mid,0.47835497835497837
98,61,TOP,mid,0.47692307692307695
126,238,TOP,mid,0.47678018575851394
64,39,TOP,mid,0.47651006711409394
114,99,TOP,mid,0.4764705882352941
106,246,TOP,mid,0.4764705882352941
24,103,TOP,mid,0.47596153846153844
39,103,TOP,mid,0.47572815533980584
17,55,TOP,mid,0.4755244755244755
150,4,TOP,mid,0.47540983606557374
23,157,TOP,mid,0.47513812154696133
150,157,TOP,mid,0.47435897435897434
10,8,TOP,mid,0.47417840375586856
39,234,TOP,mid,0.4740740740740741
126,777,TOP,mid,0.47368421052631576
31,517,TOP,mid,0.4735202492211838
92,7,TOP,mid,0.47346938775510206
54,91,TOP,mid,0.4725274725274725
14,84,TOP,mid,0.4722222222222222
122,84,TOP,mid,0.4721549636803874
157,517,TOP,mid,0.47101449275362317
54,112,TOP,mid,0.4708994708994709
82,34,TOP,mid,0.47058823529411764
106,84,TOP,mid,0.47035573122529645
92,103,TOP,mid,0.46953405017921146
92,84,TOP,mid,0.4694736842105263
114,61,TOP,mid,0.4691358024691358
164,236,TOP,mid,0.4689655172413793
82,64,TOP,mid,0.4689655172413793
10,38,TOP,mid,0.4689265536723164
64,142,TOP,mid,0.4688995215311005
6,517,TOP,mid,0.4687975646879756
54,61,TOP,mid,0.46859903381642515
39,101,TOP,mid,0.4685714285714286
23,8,TOP,mid,0.4678362573099415
122,246,TOP,mid,0.4675324675324675
75,246,TOP,mid,0.4675324675324675
64,45,TOP,mid,0.4675324675324675
164,517,TOP,mid,0.4672897196261682
122,90,TOP,mid,0.4666666666666667
68,777,TOP,mid,0.4666666666666667
86,61,TOP,mid,0.4659090909090909
82,38,TOP,mid,0.46543778801843316
86,90,TOP,mid,0.46496815286624205
14,103,TOP,mid,0.46405228758169936
75,517,TOP,mid,0.4636363636363636
41,105,TOP,mid,0.4632352941176471
58,55,TOP,mid,0.4631336405529954
10,39,TOP,mid,0.46206896551724136
150,142,TOP,mid,0.4619289340101523
58,8,TOP,mid,0.46153846153846156
39,105,TOP,mid,0.46153846153846156
64,234,TOP,mid,0.46099290780141844
24,246,TOP,mid,0.4607329842931937
266,61,TOP,mid,0.4594594594594595
39,90,TOP,mid,0.4594594594594595
58,517,TOP,mid,0.4587706146926537
85,157,TOP,mid,0.4585987261146497
41,246,TOP,mid,0.45751633986928103
92,39,TOP,mid,0.45714285714285713
75,84,TOP,mid,0.45701357466063347
39,246,TOP,mid,0.45698924731182794
114,157,TOP,mid,0.45686900958466453
58,157,TOP,mid,0.4564459930313589
58,99,TOP,mid,0.45622119815668205
39,38,TOP,mid,0.45588235294117646
24,238,TOP,mid,0.4557235421166307
58,61,TOP,mid,0.45555555555555555
240,84,TOP,mid,0.45544554455445546
39,236,TOP,mid,0.4552238805970149
24,4,TOP,mid,0.4550898203592814
58,105,TOP,mid,0.4550561797752809
98,236,TOP,mid,0.45493562231759654
164,84,TOP,mid,0.45478723404255317
266,3,TOP,mid,0.45454545454545453
150,236,TOP,mid,0.45454545454545453
86,142,TOP,mid,0.45454545454545453
54,84,TOP,mid,0.45454545454545453
98,131,TOP,mid,0.45374449339207046
62,61,TOP,mid,0.453551912568306
150,246,TOP,mid,0.4534412955465587
41,103,TOP,mid,0.4530386740331492
14,34,TOP,mid,0.4528301886792453
240,777,TOP,mid,0.4527027027027027
6,84,TOP,mid,0.4520547945205479
58,7,TOP,mid,0.4517543859649123
41,245,TOP,mid,0.45098039215686275
41,157,TOP,mid,0.45081967213114754
84,55,TOP,mid,0.450261780104712
24,38,TOP,mid,0.45023696682464454
39,131,TOP,mid,0.44936708860759494
86,101,TOP,mid,0.44933920704845814
266,112,TOP,mid,0.44884488448844884
64,61,TOP,mid,0.44878048780487806
41,99,TOP,mid,0.44785276073619634
10,234,TOP,mid,0.44755244755244755
23,238,TOP,mid,0.4474885844748858
122,134,TOP,mid,0.4473684210526316
54,34,TOP,mid,0.44680851063829785
39,8,TOP,mid,0.4463667820069204
106,157,TOP,mid,0.44609665427509293
24,142,TOP,mid,0.4460431654676259
164,101,TOP,mid,0.44559585492227977
84,238,TOP,mid,0.44468546637744033
58,777,TOP,mid,0.4444444444444444
68,238,TOP,mid,0.4434782608695652
39,777,TOP,mid,0.4430379746835443
84,517,TOP,mid,0.4429223744292237
86,91,TOP,mid,0.44285714285714284
41,517,TOP,mid,0.4407114624505929
98,90,TOP,mid,0.44019138755980863
39,4,TOP,mid,0.44
